location,latitude,longitude,status
הגלבוע - מלכישוע,32.438721,35.413463,success
הר יונה בנצרת עילית,13.36667,-81.36667,success
מלכישוע,32.4385275,35.4130069,success
דרך נוף הגלבוע,32.498881,35.498884,success
נחל קטלב,31.7403928,35.0753482,success
נחל אל על,32.8575532,35.7982904,success
אלוני אבא,32.7310157,35.1713637,success
הר הנגב,32.4300623,34.948799,success
עמק המצלבה בירושלים,31.770274,35.208758,success
אזור תל ערד,32.0377129,34.7484665,success
חרבת עתרי,31.649253,34.972181,success
כביש בית שמש-מערת הנטיפים,32.040629,35.051832,success
כביש גישה לאחוזת יערות הכרמל.,32.065053,35.05972,success
קניון הבזלת ליד בית שאן,47.16498,9.50867,success
"קומראן, מצדה, עין בוקק, בשולי כביש 90",32.990341,35.563401,success
נחל בוקק,31.1976368,35.3562244,success
רמת בית שמש,31.71441825,34.989969839768094,success
נחל שלף,32.5933529,35.0628153,success
יער ראש העין,32.09783675,34.97289273980424,success
יער קולה,32.027982300000005,34.965530614933094,success
חורשת אוסישקין כפר סבא,32.1699115,34.90514813988519,success
ראשון לציון,31.9635712,34.8101149,success
גבעת המורה,32.6176829,35.3489433,success
תל שוכה,32.4973702,35.4587227,success
מכתש רמון,30.589147,34.8011055,success
גבעת חומרה,31.9351422,34.7430801,success
נאות קדומים,31.9497499,34.978905729233745,success
מנזר לטרון,31.8329029,34.980116,success
שמורת נוב,32.8339043,35.79435270435268,success
גבעת הרקפות,32.560220650000005,35.083585496381104,success
כביש 70 ממערב לצומת אליקים,32.63196,35.06694,success
מנחת מגידו,32.5941887,35.2369156,success
שמורת אירוס ביצות נוב,32.8339043,35.79435270435268,success
ליפתא,42.8416594,21.220024387537823,success
כביש 5504 מאחורי נ יר אליהו,31.887091,34.778587,success
בתרונות רוחמה,31.4932566,34.72409162992783,success
הרי ירושלים,32.0615639,34.8752828,success
אור הנר,31.5575591,34.6000531,success
יער שוקדה,31.42626125,34.512432283971634,success
"נחל רמז, חיפה",32.7854179,35.0110095,success
"נחל זיו-רמז, חיפה",32.792761,34.995336,success
נחל דליות רמת הגולן,32.8825461,35.6327678,success
גמלא,52.52654065,31.01782346394522,success
שמורת דליות,33.268962,35.580905,success
שמורת נוב רמת הגולן,32.8339043,35.79435270435268,success
יער בן שמן,31.93594675,34.959798275046644,success
נחל חלילים,31.8047578,35.1629682,success
עין תלם,31.57194875,35.04272417141445,success
תל בית שמש,31.75063325,34.97492013767918,success
שמורת פורה,31.4966619,34.77526576532519,success
שמורת בני ציון,32.22110185,34.85727859864973,success
"שמורת נוב, רמת הגולן",32.8339043,35.79435270435268,success
נחל תבור,32.6640052,35.3942596,success
פי גלילות,32.13655705,34.80366518770497,success
גבעת האירוסים נס ציונה,49.87112,11.49929,success
חרבת מדרס,31.655938,34.937469,success
גבעת ההגנה,32.7431821,35.0360973,success
שמורת חוף השרון,32.258571149999995,34.83969439639287,success
בתרונות בארי,31.4431127,34.48803970839868,success
שמורת חרבת פורה,31.493585,34.779133,success
שמורת בני ציון-חרוצים,32.22110185,34.85727859864973,success
נחל רכש,32.658249,35.472805,success
ליד סעד,31.780567,35.197046,success
שמורת האירוסים נתניה,32.2846485,34.84027330967959,success
עוקף גן-שמואל,32.450608,34.952227,success
חורשת טל שחר,33.22075,35.629502,success
יער שחריה,31.602075,34.810798,success
פארק קנדה,31.528257,34.58600953590853,success
חרבת נקיק,31.486707,34.892134,success
יער אייל,59.53259085,-1.631043382694672,success
חניון סטף,31.775476,35.126925,success
בית לחם הגלילית- אלוני אבא,31.07646,102.782593,success
פארק קנדה.,31.528257,34.58600953590853,success
נחלי פיראן תלכיד,32.27956,35.543594,success
נחל יצפור,32.493536,35.412918,success
סוסיא,36.2612592,44.4445854,success
מצוק הארבעים,32.7569869,35.0297856,success
גבעות ליד מיתר,31.358411,34.754407,success
לטרון,31.8303661,34.9645653,success
חניון להבים מזרח,31.997944,34.879554,success
חלמוניות ירוחם,30.9742603,34.8878136,success
יער בית קשת,32.75539255,35.368854419431216,success
מתלול עמינדב ונחל צביה,32.462888,35.435814,success
חי בר כרמל,32.75346265,35.011023591304806,success
חורשת ה-40 שביל המצוק,31.825424,35.131148,success
הר ברקן,32.5100616,35.4087714,success
העמק הנעלם,29.670227,34.94473,success
שמורת רכס בוקר,30.9115519,34.75681754243247,success
מתחם מערות אפקה,32.129475,34.80927,success
רכס חזקה,32.750217,35.101963,success
נחל גלים,32.7545345,35.001596,success
תל יודפת,32.085842,34.7747243,success
כביש החוף באיזור מושב הבונים וחופי חיפה,32.792761,34.995336,success
חוף פלמחים,31.9261198,34.6969544193624,success
שמורת אודים,32.266101,34.848272,success
עין צור,32.5501747,34.9517097,success
אזור התעשייה בראון,31.853941,35.218951,success
"חורבת דרבן, ליד שביל ישראל",31.526826,34.784226,success
שמורת הר מירון,32.9835633,35.38390524459416,success
נחל קינה ליד ערד,46.179621,21.318097,success
עתלית,32.6927638,34.9402221,success
חוף עתלית,32.6927638,34.9402221,success
נחל מירון,32.9784666,35.4300022,success
ליד לטרון,31.832903,34.980116,success
שביל ישראל באזור נחל עמוד והר מירון,31.68755,34.98272,success
נחל עמוד,32.9361657,35.4762685,success
נחל לוטם,32.8158978,34.969233,success
צומת מגדלים,32.115444,35.257101,success
נחל מעפילים,32.7387811,35.0664918,success
שביל האירוסים,32.2226538,34.8190989,success
בעליה להר עצמון (שביל כחול),32.844817,35.243693,success
יער חדרה,32.42835475,34.89551317023739,success
ליד מלכישוע,32.438721,35.413463,success
"הר יונה, נצרת",32.7229623,35.336229,success
נחל חרמון תחתון,33.118963,35.567277,success
מצפור שמיר - ליד מעלה גלבוע,39.38871,-77.12359,success
הר הטייסים,31.306353,34.620874,success
שמורת ירוחם,30.9873582,34.882551185305005,success
שמורת להב,31.39514495,34.86018076468868,success
יער אמציה,31.50706125,34.88529401002703,success
נחל אדוריים,31.5382596,34.766019,success
פארק כפר סבא,32.17770745,34.92467105353471,success
באר-שבע,31.2457442,34.7925181,success
כוכב הירדן,32.59561265000001,35.52152773951076,success
נחל חיק,32.7220867,35.0438053,success
כביש 672,32.705854,35.063061,success
חניון אליקים,32.631215,35.067032,success
"גלבוע, הר ברקן",32.5100616,35.4087714,success
תל שוכה - עמק האלה,32.497337,35.458722,success
חרבת בורגין,31.635498,34.969185,success
הר אודם,33.1987495,35.7541656,success
עמיקם,32.5638651,35.020477,success
נחל אוג תחתון,33.118963,35.567277,success
הגלבוע,32.0684171,34.7788417,success
יער אודם,33.2282263,35.74726371947365,success
גבעות חומרה,31.935142,34.74308,success
שמורת שער פולג,32.258571149999995,34.83969439639287,success
יער נתניה(חורשת הסרג''נטים),32.304782,34.878884,success
גבעות נס ציונה,31.93079065,34.78203578840434,success
הסנפיר הגדול - המכתש הגדול,30.933413,34.973632,success
שמורת האירוסים בנתניה,32.283726,34.839232,success
נחל אלכסנדר,32.2377697,34.988006,success
שמורת נחל פולג,32.26521525,34.835123212048224,success
סינגל גברעם,31.59176,34.61224,success
גברעם הישנה,31.59176,34.61224,success
נווה ירק,32.1333242,34.9242354,success
מורדות הר תבור,32.68711,35.389618,success
הר תבור,32.6871101,35.3896182,success
יער חניתה,31.8982809,34.9860362,success
גברעם,31.5909454,34.6115031,success
יער להב,31.3667888,34.838522471143925,success
כרמל,35.942,46.2955,success
שמורת אלוני קדימה,32.287287,34.92101515573307,success
שמורת בני - ציון,32.22110185,34.85727859864973,success
נחל שקמה,31.5502831,34.6275755,success
שמורת הארבל,32.8228324,35.490252572377415,success
גן לאומי חוף השרון,32.23806465,34.82370410847737,success
שוקדה,31.4216668,34.5253818,success
"מערות אפקה , תל אביב",32.12957675,34.8093187284602,success
בית דגן,32.001945,34.8301626,success
נחל השופט,32.6210633,35.0837194,success
מערות אפקה,32.12957675,34.8093187284602,success
"חורשת הסרג'נטים , נתניה",32.306781,34.877867,success
מערת קשת,33.0765348,35.1950297,success
שמורת ביתן אהרון,32.3676753,34.873920672704315,success
הר הקפיצה -נצרת,32.6823736,35.3012298,success
תחילת נחל תקוע,31.603361,35.303907,success
"הר ברקן , גלבוע",32.5100616,35.4087714,success
חניון חורבת רקית,32.714344,35.012905,success
חורבת רקית,32.714344,35.012905,success
רמת הנדיב,32.5544052,34.946476,success
נ.ג. 431 ליד חיננית,9.82675,12.6238,success
נחל דימונה,31.116241,35.1196072,success
תל שימרון,32.7038969,35.2141406,success
הר תבור לאורך שביל ישראל,31.526826,34.784226,success
הר שוקף,32.7082744,35.0261585,success
שמורת/פארק יקום,32.283726,34.839232,success
"שביל נורמן, כפר ורדים",32.9876391,35.2770468,success
חוף הבונים,32.655252250000004,34.92743092826993,success
שמורת הבונים,32.636368700000006,34.922035374689074,success
נחל ציפורי,32.736164,35.2681185,success
נחל אביב,33.0796906,35.4717116,success
שמורת נחל תנינים,32.5443133,34.904841665861575,success
אזור מעלה רחבעם,31.6478254,35.2584907,success
יער להבים,31.3667888,34.838522471143925,success
עמק המצלבה,31.7725777,35.20704073418447,success
יער המכללות,32.04977,34.959024,success
"""עמק החלמוניות"" ליד להבים",31.37284,34.81619,success
הר חוזק,33.0540042,35.8504436,success
הר ברקן בגלבוע,32.510062,35.408771,success
איתמר,32.1744995,35.3083649,success
יער יתיר דרך החלמוניות,31.328255,35.030879,success
רכס בוקר,30.9315468,34.7720472,success
"יער יתיר, שביל החלמוניות",31.328255,35.030879,success
תבור,31.7823378,35.2134025,success
מצוקי דלתון,33.016769,35.485664,success
שביל החלמוניות ליד ירוחם,30.98822,34.93176,success
רמת הגולן הר חזק,32.086795,34.955516,success
יער יתיר,31.30701715,35.00383048451368,success
מבוא חמה,32.7363463,35.6556132,success
רכס בשנית.,33.046012250000004,35.847715687298056,success
ליד ירוחם,31.259654,34.801581,success
"שביל האלות, פארק בריטניה",31.6776889,34.9301694,success
הר כמון,32.9089197,35.3617229,success
כביש 40 ליד רמת בקע,-0.9896,119.8631,success
שלוחה צפונית לקיבוץ בית אורן,32.723448,35.248979,success
תל חפר,32.372325000000004,34.90767109136388,success
הישוב קדומים,32.217751,35.160783,success
שפך נחל שורק,31.9385301,34.71772185952775,success
במורדות העופל,31.7757,35.236565,success
פתח תקוה,32.0877639,34.8859985,success
נחל המערה,32.081393,35.37941,success
נחל דרגה,31.6503637,35.3140851,success
לאורך חלקו המרכזי של כביש 6,32.021531,34.965594,success
"נחל עמוד 2 ק""מ  אחרי בריכות שכוי",32.960202,35.506128,success
הר מירון,32.9977837,35.4137268,success
"נחל כלח, מהגשר בשביל הכחול לכוון בית אורן",32.723448,35.248979,success
חורבת עתרי,31.64922765,34.97213232300371,success
קרן ברתות,33.09071,35.562939,success
נחל כזיב,33.0478014,35.1252673,success
חירבת צונם,33.063843,35.272072,success
כזיב תחתון,33.050339,35.102246,success
 מיתר,31.328000850000002,34.938940591635784,success
כניסה לישוב שערי תקווה,49.016284,14.612283,success
הר הילל,32.9596126,35.4152454,success
קיבוץ איילת השחר,33.024485,35.576114,success
אזור הר הילל,31.392127,35.113492,success
יער אילנות,32.3049286,34.87733449298601,success
קבר שיח מזרוק,32.348679,35.024841,success
שמורת בני-ציון,32.22110185,34.85727859864973,success
נחל גוונים,30.5889756,34.9022104,success
נחל כרמילה הר כרמילה,31.785382,35.026815,success
שביל הפריחה ביער ראש העין,31.61044,72.81433,success
מגדל צדק - ראש העין,32.0808063,34.9571024,success
יער ירושלים - שביל הארז,31.777649,35.172435,success
שביל הארז - יער ירושלים,31.744974,34.974821,success
נחל תבור תחתון,32.6177889,35.493208106759724,success
יער דודאים,31.2932096,34.81061013565163,success
תל שכה,6.6771067,100.1012395,success
חרבת סגמה נחל אלכסנדר,32.385924,34.8646,success
מגדל צדק,32.0595521,34.7669697,success
ליד נס הרים,31.744591,35.055402,success
לאורך כביש 6,32.021531,34.965594,success
שמורת תל יצחק דרום,32.243227,34.864888,success
הר חרת,-41.2376222,174.9012784,success
עין צובה,31.7828885,35.1294126,success
נחל קטיע בנשר,32.766,35.027878,success
חל קטיע,32.766,35.027878,success
ענתות,31.8094414,35.2334628,success
נחל סער,33.2506255,35.773117,success
כפר יהושע,32.6820586,35.1522509,success
כביש 6 צפון,32.7147088,34.9704387,success
שמורת חוף הבונים,32.636368700000006,34.922035374689074,success
שמורת פולג,31.9278459,34.786653,success
עמק לבן,31.749149,35.15953,success
נחל תאנים קדומים,32.296022,35.027039,success
יקנעם עמק השלום,32.6435656,35.0936595,success
אור הנר - שביל נחל השקמה,31.557559,34.601193,success
עמק המצלבה ירושלים,31.7725777,35.20704073418447,success
סטף,31.7692474,35.1261613,success
יד מרדכי,31.5886771,34.5589997,success
בית גוברין,31.5979099,34.8976497,success
למרגלות תל נגילה,31.502582,34.758227,success
שמורת נחל עיון,33.2689616,35.580905,success
שמורת נחל עיון והבניאס,33.268962,35.580905,success
שמורת הר חורשן,32.585244700000004,35.00362808244369,success
נחל מודיעים,31.9300912,35.004805,success
נחל אביב דישון,32.91637,35.270723,success
נחל מערה,31.726745,35.0279649,success
אגמון החולה,33.1032024,35.6074413257036,success
חניון תחתון נחל מערה,33.118963,35.567277,success
בית אורן,32.730556,35.005556,success
פארק איילון-קנדה,31.833283,35.024848,success
תל אנפה כביש 918,33.17709,35.64465,success
גבעת גד,31.7562063,35.2180612,success
דרך המשלטים,31.786446,35.190194,success
הר חורשן,32.5877185,35.0003016,success
פארק איילון - קנדה,31.833283,35.024848,success
מערת כבארה,32.5582186,34.9369145,success
עמק הצבאים,31.760216800000002,35.1954913045361,success
יער להב  חניון חלמוניות,31.379542,34.835299,success
נחל ארדון,30.6257894,34.9465278,success
יער יתיר - שביל החלמוניות,31.328255,35.030879,success
רכס ירוחם,31.0480404,34.9479887,success
שמורת חלמוניות ירוחם,30.9873582,34.882551185305005,success
רכס הבשנית,32.750217,35.101963,success
נחל אבליים,32.825162,35.152451,success
יער עין-זיוון,33.094382,35.798286,success
הררית,32.8457853,35.369171,success
תל חדיד,31.9636107,34.9515526,success
חורבת קרתה,32.95788,35.83259,success
נחל שיח בכרמל,32.801215,34.973442,success
נחל תנינים,32.536581,34.929293,success
מושב נחלים,32.06012,34.91069,success
שויצריה הקטנה,32.018446,34.739008,success
חוף דור,32.6050313,34.91769622433469,success
נחל גלים-כלח,32.743277,35.023566,success
יובלים,32.8775051,35.2705626,success
חניון כרמייה,31.334557,34.944987,success
נחל קדש,33.1140049,35.5725281,success
נחל חזורי,33.2546852,35.7280666,success
נחל צבעון,33.0263584,35.4119713,success
יער מסעדה,33.2282263,35.74726371947365,success
שמורת המסרק,31.7942231,35.04166071038583,success
הר שאול,32.535533,35.3754365,success
אחו בנימינה,32.514553,34.949629,success
פארק איילון,31.712722999999997,34.99510768983622,success
חורבת בית לויה,31.5639305,34.928463,success
חשמונאים,31.9311703,35.0223882,success
עין אילה,32.683333,35.533333,success
צומת המפלים,32.9862511,35.7505475,success
מג''דל שמס,33.2684288,35.769371,success
מול בהד 1,30.650798,34.796938,success
שביל המצוק בסמוך לאוניברסיטת חיפה,32.792761,34.995336,success
שביל המצוק ליד אוניברסיטת חיפה,32.792761,34.995336,success
שביל המצוק מדרום מזרח לאוניברסיטת חיפה,32.792761,34.995336,success
הר עצמון,32.8237648,35.2668953,success
דרך הבשור,31.25832,34.4873818,success
חניון הרועה,30.9376878,34.87134106590909,success
הר צרור,30.860293,34.821201,success
נחל חשמונאים,31.9319361,35.0227999,success
קיבוץ יקום,32.24868,34.84219,success
כביש צומת יששכר עד צומת נעורה,32.554565,35.383346,success
נחל כרמילה,31.7854802,35.0268822,success
נחל ספונים,32.7397426,34.983897,success
שמורת שער העמקים,32.7343433,35.11993803445249,success
עמק האלה,31.6754074,34.9965412,success
"ההר העגול, עמיקם",32.5645376,35.0315376,success
היישוב דֹלב,31.743421,35.145835,success
יערות הגלבוע,31.895502,34.982493,success
שייח מרזוק,31.74462,35.0810989,success
נס ציונה גבעות הכורכר,31.93079065,34.78203578840434,success
הר הארבל,31.8658178,35.1418078,success
נס הרים,31.7444618,35.0579576,success
שמורת ביצות נוב,32.8339043,35.794352704352676,success
קיבוץ כפר גלעדי,33.24286,35.574979,success
הר האבל,30.2860391,34.7177905,success
הירדן ההררית,33.00492,35.599674,success
הג'ובה הגדולה,33.206722,35.733647,success
יער בארי,31.4042636,34.47027333429952,success
שמורת לימן,33.0686857,35.11491993258883,success
הר מירון -,32.9977837,35.4137268,success
מירון - שביל הפסגה,32.986481,35.43948,success
שמורת חוף ראש הנקרה,33.0674181,35.10558247930212,success
ליד קיבוץ רוחמה,31.494115,34.691955,success
נחל צביה,31.2240968,34.7798446,success
הר נפוליון,41.3922726,-84.1252243,success
בית חנן,31.9337581,34.7740084,success
כביש 232,32.141405,34.873246,success
יער קדושים,31.758677050000003,35.176092749999995,success
הר מירון וסביבתו,32.997784,35.413727,success
הר מירון / ביהס שדה מירון,33.010872,35.389629,success
פארק חוף השרון,32.214375149999995,34.82057029033949,success
"נס ציונה, גבעות הכורכר",31.93079065,34.78203578840434,success
נחל יגור,32.7399379,35.0756406,success
נחל חגל נחל אדמה,32.636434,35.543695,success
הרי מירין,32.779256,34.99549,success
נחל עורבים,33.1433764,35.697522,success
כרמל - הר שוקף,32.7035274,35.01867204154142,success
הר שוקף - כרמל,32.7035274,35.01867204154142,success
מצוקי הארבעים,31.591363,35.393333,success
חניון קרן הכרמל,32.067153,34.766319,success
קרן הכרמל,32.6726161,35.08827297621713,success
אזור המוחרקה,32.672635,35.088203,success
הר תורען,32.7959235,35.3745399,success
עמק גלילות,32.139437,34.80564,success
נוב,31.6065623,35.0364716,success
נחל המערות,32.647879,35.072183,success
חירבת בורגין,31.960458,35.151005,success
צומת דמון,32.7344374,35.0393408,success
הר כרמל,32.0648068,34.8467099,success
כרמל - נחל כלח,32.743277,35.023566,success
עמק הירדן - עליון,32.055891,35.09353,success
חרמון,32.0451964,34.7508217,success
עמק ירדן - עליון,32.055891,35.09353,success
חירבת מדרס,31.655938,34.937469,success
פתחת נחל מערות,32.671175,34.965218,success
יער ראש העין שביל הפרחים ומסביב,32.098024,34.976842,success
נחל כרמילה ונחל כסלון,31.785382,35.026815,success
"חניון הפיתולים, חוות הרוכבים, בית אורן",32.723448,35.248979,success
שמורת המוחרקה,32.672635,35.088203,success
חולון,32.01599895,34.78595635978459,success
עין עוזי (מעל אבן ספיר),30.61402,35.18462,success
יער אשתאול,31.8017468,34.99501706835101,success
הר הרוח,31.8206181,35.0923883,success
נחל עמוד עליון,32.9361657,35.4762685,success
דרך נוף כרמל,31.837556,34.782553,success
תל אנפה,32.1635179,34.849934,success
נחל בית אורן,32.706436,35.051555,success
מחצבות קדומים,32.7278669,35.0149846,success
אזור מערת בני ברית,31.777604,35.030796,success
מעלה רחבעם,31.6478254,35.2584907,success
נחל שרך בצת,33.057736,35.262378,success
שביל שחור 2333 מחניון הפסגה הר מירון,31.506952,34.55307,success
עין זבד,32.9754333,35.4284019,success
נחל תאנים,32.2964533,35.0285675,success
יער קרן כרמל,32.698807,35.06289152945017,success
יער אלוני אבא,32.728581,35.170717,success
ירוחם,30.9869949,34.939677229749435,success
נחל דולב,31.7387267,35.0295392,success
ראש העין,32.0952929,34.9533225,success
הר השאבי,32.8388891,35.291667,success
עין ברזית,33.016667,35.316667,success
ראשון,26.9859562,84.517745,success
אישראל,30.8124247,34.8594762,success
חורבת עירב,33.0806774,35.2278804,success
מצפון לדרום,32.608303,35.291455,success
חוף נחשולים,32.61294395,34.91628736083092,success
שביל 4141 - מקיבוץ יגור לעוספיה,32.832444,35.083036,success
יער חורשים,32.1341123,34.98239360670604,success
בישוב קדומים,32.217751,35.160783,success
בג,42.6073975,25.4856617,success
איזור חוות גלעד,32.200223,35.180917,success
כרמיאל,32.91098395,35.29354437796117,success
נחל שורק,31.796267,35.1676801,success
"ברל כצנלסון 61, חיפה.",32.7832625,35.0141806,success
"מגדל צדק, תל אפק",32.0808063,34.9571024,success
מורדות הר בראון,33.158322,35.778649,success
הר פקיעין,32.9902546,35.352812,success
עין-טיניה,33.084724,35.641574,success
שוויצריה הקטנה,32.74694,35.02464,success
חוף הבונים וחוף דור,32.641861,34.924222,success
בית ספר שדה הר מירון,33.010013,35.393146,success
נחל דלב,31.743421,35.145835,success
נחל כזיב ליד עין תמיר,33.045723,35.247581,success
נחל גחר,32.6275143,35.131991,success
ואדי עוג'ה,29.559334,34.94925,success
נחל איזוב,31.136483,35.324457,success
גלבוע - כתף שאול,32.5281937,35.3724834,success
גלבוע - נחל יצפור,32.599852,35.251824,success
נחל קינה,31.2233638,35.1868457,success
הישוב נוקדים,31.645469,35.244627,success
בית ג'אן,33.3144869,35.8794078,success
חבל לכיש,32.0288886,34.9366349,success
השביל השחור,32.497349,35.446565,success
נחל קנה,32.1368571,35.0189483,success
נחל נדר,32.7644011,35.0018591,success
כמון,32.9113891,35.3612558,success
עין הסמל - הגלבוע,32.520833,35.405556,success
נחל יתלה,31.8205829,35.0652881,success
נחל נריה,33.0036474,35.3821311,success
עמק האסבסטונים ירושלים,31.906517,34.998048,success
ליד ביח הדסה עין כרם,31.763181,35.150725,success
עמק הצבאים בירושלים,31.759544,35.195818,success
נחל קומראן תיכון,31.738755,35.431364,success
יער ירושלים,31.78209835,35.186090300248225,success
מצפה אופיר,32.8148419,35.6626901,success
הר ברקן - גילבוע,32.510062,35.408771,success
שמורת חרוצים בני ציון,32.22110185,34.85727859864973,success
נחל צלמון,32.9008711,35.3711644,success
גליל עליון,31.287497,34.8076827,success
גלבוע - הר ברקן,32.5100616,35.4087714,success
גלבוע הר ברקן,32.5100616,35.4087714,success
"שמורת בני ציון, חרוצים",18.28054,-70.329837,success
שמורת נחל עורבים,33.1424535,35.66976610211715,success
נוב רמהג,32.832235,35.781774,success
שכונת הר יונה נצרת,32.718028,35.352553,success
חברת מדרס,31.655938,34.937469,success
מסלול נחל אל-על,32.857613,35.798281,success
הגלבוע - הר ברקן,32.510062,35.408771,success
הישוב נילי,32.386013,34.928993,success
יישוב דֹּלב,31.743421,35.145835,success
יער עופר,32.6484332,34.9713431,success
גבעות גורל,31.316667,34.816667,success
מעל ביח הדסה עין כרם,31.763181,35.150725,success
יער זכריה,31.709926,34.94689,success
יער החמיש,31.818489,35.081605,success
נחל משמר,31.388472,35.332907,success
צומת אלייקים,30.989809,34.911854,success
נחל בוסתן,32.700238,35.0079346,success
יער יהדות תימן,31.886967,34.815521,success
שביל הר כרמילה,31.784748,35.035401,success
גבעת חומרה - פלמחים,31.935142,34.74308,success
שביל האירוסים בגלבוע,32.505864,35.411443,success
גלבוע,51.4431227,7.3321326,success
יער בן-שמן,31.93594675,34.959798275046644,success
אשקלון,31.67385095,34.575242831413725,success
ליד מיני ישראל,31.842346,34.968923,success
נחל אביב - דישון,32.91637,35.270723,success
רמות נפתלי,33.1022971,35.5531168,success
כביש ערד-סדום,31.254829,35.124633,success
קדומים,32.21862445,35.16263423050676,success
"גבעת האירוסים, נס ציונה",49.87112,11.49929,success
יער הקדושים,31.7706338,35.04190075847845,success
מחלף גלילות,32.1444237,34.8023826,success
מירון - חורבת בק,32.989944,35.408222,success
בצרה,30.4952371,47.8090981,success
כרמל חיפה סטלה מאריס,32.8263649,34.9723202,success
שמורת נחל שורק דרומי,31.755892,35.024414,success
שמורת חרוצים (בני ציון),32.22110185,34.85727859864973,success
ירושלים,31.7788242,35.2257626,success
בארי,50.3165406,3.6826292,success
טבעון,32.7161543,35.126841,success
צומת סעד,31.4697983,34.52855015257353,success
גבעת הכלניות,32.815796,35.12908509517416,success
"נחל אלכסנדר, ליד חרבת סמארה",32.385924,34.8646,success
שמורת נחל אלכסנדר,33.268962,35.580905,success
ליד כפר בן-נון,31.861548,34.947375,success
קיבוץ רוחמה,31.497778,34.706037,success
כל הארץ,32.1176196,35.2506855,success
רמת הנדיב  - שביל אדום,32.554405,34.946476,success
שמורת אלוני יצחק,32.510260900000006,34.99941020803423,success
הר מסור,30.7482466,35.1250666,success
אליקים,32.6327376,35.0670512,success
אזור כרם מהרל,32.645909,34.989612,success
נחל ימין,30.9620991,35.0972199,success
כביש עליה להר מירון,31.68755,34.98272,success
נחל נשר עליון,31.338345,35.260334,success
ארבל,26.2313438,81.2403133,success
הר התבור,32.7234639,35.3374504,success
יער חוף הכרמל,32.65378805,34.97115100458656,success
נחל דליות.,32.8985526,35.7287957,success
זויתן תחתון,31.379171,34.621043,success
ליד ישיבת איתרי,31.744877,35.21077,success
יער צלפון,31.8125289,34.92106597448837,success
רמת דלתון,33.0161305,35.4504843,success
מערת הקשת,32.7724428,34.9912521,success
נחל בצת,33.0665003,35.1494062,success
כרם בן זמרה,33.0388862,35.468049,success
נחל עמוד/מירון,32.916863,35.476979,success
נחל באר,31.2530694,35.1973944,success
נחל הוד,32.1111213,34.8596155,success
מערות לוזית,31.6755562,34.8865623,success
גבעות מע'אר ליד גדרה,31.840296,34.784373,success
נחל זוויתן,32.3125286,34.9292294,success
מצפה הלה,32.0861874,34.952131,success
עמק צורים,31.78788535,35.24275470361866,success
ליד יער יתיר,31.328255,35.030879,success
להבים מזרח,31.3681,34.813821,success
ליד להבים,31.259654,34.801581,success
רוג'ום אל הירי,32.9086513,35.801037,success
גבעת החאן,31.7685008,35.2246829,success
מעל נחל בצת.,33.075644,35.110321,success
מושב לימן,33.059888,35.113643,success
פארק אדמית,33.079558,35.208424,success
פארק אדמית.,33.079558,35.208424,success
רמת מנשה,32.5666501,35.176777,success
גבי ימין,32.702281,34.988554,success
מצוקי מבוא חמה,32.7386339,35.6564586,success
